,run_name,frequency,frequency error,SAW speed,thermal diffusivity,thermal diffusivity error,acoustic damping,acoustic damping error,A,A error,beta,beta error,B,B error,theta,theta error,C,C error
0,C2w00000.txt,356274787.85965914,2254.2069908482176,2707.6883877334094,6.113798260750894e-05,2.794076180781275e-06,4.170842705168279e-08,1.001423454762893e-09,0.03194633862476014,0.009315231034630339,1.6156232306618263e-05,1.131179956831352e-05,0.004155558255763564,9.00266526800168e-05,2.455947417191436,0.012573042354124597,0.00039054676215920665,1.4223848868608193e-05
0,C2w00001.txt,356198585.2973382,2560.1301761046802,2707.1092482597696,6.093677524645388e-05,6.171777181128202e-07,2.7721119840310757e-08,3.220667983182981e-10,0.02828576661670435,0.00035517935315822376,2.070278592514443e-09,nan,0.007904994496679384,9.472595523180418e-05,2.1015101777894163,0.006717407438426415,0.00034057313650470055,8.844113358236167e-06
0,C2w00002.txt,353212459.7182772,2140.88481553798,2684.4146938589065,6.595946852876771e-05,3.87860561017413e-06,3.58041676595873e-08,5.247489525505502e-10,0.0376397551751305,0.027339650231407008,8.500168647731758e-06,3.662496707222353e-05,0.006476239295769166,0.0001126341638090075,0.405138666718662,0.008600500543003597,9.198451931192887e-05,1.002662939349691e-05
0,C2w00003.txt,355250398.26386327,2767.8086082227883,2699.9030268053607,3.169003219173112e-05,2.645306905599617e-06,4.074538939332333e-08,1.0973297225194205e-09,0.009303354577681663,0.00288165351264308,1.0057554452183041e-05,1.7390888853675712e-05,0.0036611540828794457,9.057600917330728e-05,1.4675430227037485,0.014275580343782512,0.00042276993866887947,2.571762117258342e-05
0,C2w00004.txt,353861444.9312308,3202.144871039536,2689.346981477354,6.153024716191436e-05,2.0669315519936927e-06,2.686344807970852e-08,3.655353060497282e-10,0.028559539744874112,0.007220163328733887,5.942285077839876e-06,1.2432964938762286e-05,0.007196831373111054,0.00010278807409324362,2.243622702772179,0.008004405121118552,0.00032091036400327895,1.0233321648720715e-05
0,C2w00005.txt,353987553.3028678,3031.6133622643183,2690.3054051017953,6.304407108025511e-05,1.7885139829099684e-06,2.5192562535860788e-08,3.131520155837433e-10,0.03380550394956261,0.007105560654706258,8.103552162526778e-06,9.77114674545382e-06,0.007893435495715204,0.00010522730895633041,2.4285084973547097,0.007391033702731198,7.55381600190062e-05,9.643856266745594e-06
0,C2w00006.txt,352962350.6288574,2745.7062528879474,2682.513864779316,4.2522937886330865e-05,5.566560664708156e-06,5.000798589160774e-09,nan,0.017614375557485788,0.011175733625038464,1.1545525933354568e-05,3.1355719883016866e-05,0.0011884921846844598,0.00441692209145112,0.7100996183636263,3.980366669527063,0.0005216601052760699,4.6384372052938786e-05
0,C2w00007.txt,353161044.94936115,2555.7107256601876,2684.0239416151444,6.17453360537437e-05,3.295561710667835e-06,3.993087251206752e-08,1.2299316228439291e-09,0.050801463406180074,0.013190557801086559,3.3429368034500575e-05,5.5706052811687456e-06,0.0045798158598331865,0.00012813986533105658,3.5233000474947826,0.016484226773928246,0.0002847015238692833,1.9576448755817517e-05
0,C2w00008.txt,352908060.9391741,2230.50681574799,2682.101263137723,6.41691144957651e-05,1.5068933180550966e-06,2.803258708922837e-08,2.7110240066789454e-10,0.036771354687812896,0.00674768319166982,6.171950932565439e-06,8.857081117394426e-06,0.008323241901904123,8.32443553209928e-05,2.2459536983769994,0.005608637337991551,0.00032516921149389585,8.471976709062336e-06
0,C2w00009.txt,353423404.4462911,2365.0655737728066,2686.017873791812,6.247612454361243e-05,2.641106787951146e-06,3.8534284436293566e-08,9.824346698331397e-10,0.05051412812241785,0.011799514759153588,2.6703854888988056e-05,6.525732247170588e-06,0.004959362082033699,0.00011677606842759895,2.463423789910627,0.013591477904631333,0.00045013859883043635,1.6941555328361854e-05
0,C2w00010.txt,352600827.9403033,2980.786640460753,2679.7662923463054,6.0918753606370994e-05,1.6093331143954098e-06,2.7278199290020046e-08,2.998678650666691e-10,0.032107896453076615,0.006092764053779683,8.892694582673435e-06,8.804014159133285e-06,0.007614477637870911,8.749113953023142e-05,2.2224400640449185,0.0064172757702827266,0.00011916497386993507,8.888896088159004e-06
0,C2w00011.txt,351861626.8830205,2370.0423400774275,2674.148364310956,6.568652404488318e-05,1.2107763350609852e-06,2.6267695725473012e-08,2.466807713194707e-10,0.05455311536486549,0.007405656986837029,1.3161583996564747e-05,5.572507031347094e-06,0.009127387593425141,9.152972806981702e-05,1.8469417598837954,0.0055564304915304286,7.956227732718988e-05,8.445117223311663e-06
0,C2w00012.txt,352071150.80041695,2728.1831686820633,2675.7407460831682,6.572645900479487e-05,1.2266050306305882e-06,2.6373312523989928e-08,2.3958710697588367e-10,0.052468606436448816,0.007300395358007011,1.1455334345120925e-05,5.927946617476597e-06,0.009501134597500885,9.159819802603483e-05,2.044399098417488,0.005334099158726957,0.000297343676657396,8.544869184447349e-06
0,C2w00013.txt,353188939.960829,2438.7594785568735,2684.2359437023006,8.381804072153666e-05,2.1859057793527066e-06,3.78839366082656e-08,6.827295773841509e-10,0.147702150131132,0.017958780089611458,4.217952027200784e-05,9.717078093028899e-07,0.00516772192905875,8.636486342200773e-05,3.0868905474661488,0.009673225624451831,-1.358423381770274e-06,1.0816847729651941e-05
0,C2w00014.txt,353819957.6286225,2750.3531355166365,2689.0316779775303,6.585026604508299e-05,2.0052921605648977e-06,4.2498987483272545e-08,8.931427491076294e-10,0.07979432447853073,0.010738053134272577,4.001944423605063e-05,1.872065106562782e-06,0.004553914953388724,8.583943307787075e-05,2.8635768485891386,0.010972020376320835,0.00010626812272452063,1.3257207320950953e-05
0,C2w00015.txt,353685171.80405813,2479.778872022109,2688.0073057108416,6.126836036798294e-05,1.5139988021335304e-06,2.802937729456914e-08,3.0107908944321753e-10,0.03369568588666422,0.005972404170215181,8.495980228824517e-06,8.251606717793021e-06,0.007574729200839997,8.380216430135205e-05,2.3734065608620405,0.00618841310639473,0.00023420482669714258,8.80506446540412e-06
0,C2w00016.txt,353791019.1299257,2614.2110614302273,2688.811745387435,6.0133636995792995e-05,nan,2.9697814651352967e-08,4.744573807242747e-10,0.02718544763928286,0.0024048635140195267,5.128866622388242e-06,5.236339456745391e-06,0.006933021325106531,0.00011161564682758782,2.3058689581770517,0.00906560558807934,0.0004135665578299715,1.0101585434738709e-05
0,C2w00017.txt,352927573.2106349,2344.1624956987985,2682.249556400825,5.500163053614102e-05,4.0078949218591225e-06,3.77810379186416e-08,1.6617043438815496e-09,0.0278193523477635,0.012299853694512959,1.2763795474285885e-05,1.94080421122682e-05,0.0039851433623102695,0.00016143280005169632,3.747404977584237,0.023938131418885122,0.0004545746871871865,2.531438886677615e-05
0,C2w00018.txt,352913628.89162,2548.621844178367,2682.1435795763114,6.249572162295942e-05,2.607349412443312e-06,3.9707667009832944e-08,9.197184793086185e-10,0.05000440754217416,0.010051548807778197,3.373991703013036e-05,4.183103341687786e-06,0.004661820237781246,9.821466733257733e-05,-2.7331667019074644,0.012291400252991469,7.193396069117225e-05,1.4808442460911393e-05
0,C2w00019.txt,353824813.48955584,2289.8185202124832,2689.068582520624,6.21136370962833e-05,5.7818454693359645e-06,5.000029721849308e-09,nan,0.04805706681762258,0.024536465882882875,2.6772653980034345e-05,1.4266411105911935e-05,9.351185801098693e-10,nan,6.28318530717931,nan,0.00042828647105518287,3.596768135018705e-05
0,C2w00020.txt,353352901.0046896,2303.745928355916,2685.4820476356404,6.00478260763155e-05,5.91120298382592e-07,3.015217795348647e-08,3.607242362436949e-10,0.028895649829573322,0.00035168399718361887,1.7976046887529629e-09,nan,0.007222495507805103,8.697119086680102e-05,1.9537103254549424,0.006787267636040317,0.00042252349112161956,8.875539309391862e-06
0,C2w00021.txt,353427780.59786516,2019.241832712515,2686.051132543775,5.108662431075738e-05,nan,5.000022292907504e-09,nan,0.02853049738000314,0.005117359034312624,1.6736759843753578e-05,9.157904398073942e-06,0.001016716067199941,0.0046256147655992135,0.672201140435751,4.899912022597545,0.0005054003089055855,3.098462096727298e-05
0,C2w00022.txt,354693489.9024389,2138.730865824945,2695.6705232585355,5.559013794957027e-05,nan,3.077469948417469e-08,4.5715344476917335e-10,0.021021290904995837,0.0014149190680301325,5.343720725513468e-06,4.111032681062962e-06,0.004724858134198961,7.086617081777068e-05,1.1747795065375988,0.008452660632246145,0.0003588378418316813,6.636897974586666e-06
0,C2w00023.txt,354301427.9843193,2540.4600216827334,2692.6908526808265,4.079228247617818e-05,2.1331736083712615e-06,3.834548578984152e-08,8.99762566696291e-10,0.015640633219545143,0.004061776743475861,7.587514292422436e-06,1.4137646977064696e-05,0.004112482217135451,9.037848921892829e-05,1.502415286327039,0.012604186008280727,0.0004423425511538473,1.7959139823754146e-05
0,C2w00024.txt,356400385.986426,2804.4191174303455,2708.6429334968375,6.796750412313475e-05,1.631643988388527e-06,2.6810863660690262e-08,2.6683790166905654e-10,0.04966878985505538,0.009025901843599138,1.1716784683834024e-05,7.571778160902495e-06,0.009997926413795396,0.00010413549248815962,2.2429523201973103,0.0058137332886456505,0.0001803586778214101,9.853638911054652e-06
